id,state,type,provider_id,provider_type,name,road_name,reported_location,locality,direction_of_travel,heavy_vehicle_area,paved,toilet,disabled_toilet,lighting,shelter,water,bin,table_or_chair,bbq,shade,power,off_the_road,waste_water,comments,latitude,longitude,dt_created,geom
5733,"QLD","Formal","227","RA",,,"1.1km W Murgon","Murgon",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,,-26.238099999999999,151.93100000000001,2022-07-08 03:42:50.9870000,POINT (151.931 -26.2381)
5734,"QLD","Formal","228","HV",,,"21.6km S Mackay","Mackay","Both","Y",,"N","N",,"N","N",,"N",,,,,,"bitumen HV stop",-21.294599999999999,149.167,2022-07-08 03:42:50.9870000,POINT (149.167 -21.2946)
5735,"QLD","Formal","229","RA",,,"2.9km N Mission Beach","Mission Beach",,"N",,"Y","N",,"N","Y",,"Y",,,,,,,-17.845199999999998,146.10499999999999,2022-07-08 03:42:50.9870000,POINT (146.105 -17.8452)
5738,"QLD","Formal","23","UN",,,"27.2km SW Gladstone","Gladstone",,"N",,"Y","Y",,"N","N",,"N",,,,,,"Bypassed by 10E",-23.962700000000002,151.154,2022-07-08 03:42:50.9870000,POINT (151.154 -23.9627)
5739,"QLD","Formal","230","RA",,,"5.5km N Mission Beach","Mission Beach",,"N",,"Y","N",,"N","Y",,"Y",,,,,,,-17.8294,146.09999999999999,2022-07-08 03:42:50.9870000,POINT (146.1 -17.8294)
5740,"QLD","Formal","231","HV",,,"9.2km N Calliope","Calliope","Both","Y",,"N","N",,"N","Y",,"N",,,,,,"large bitumen stop",-23.960744999999999,151.14899700000001,2022-07-08 03:42:50.9870000,POINT (151.148997 -23.960745)
5741,"QLD","Formal","232","RA",,,"9km E Yungaburra","Yungaburra","Both","N",,"Y","N",,"Y","Y",,"Y",,,,,,,-17.244350000000001,145.641187,2022-07-08 03:42:50.9870000,POINT (145.641187 -17.24435)
5742,"QLD","Formal","233","RA",,,"0.3km S Herberton","Herberton","Left","N",,"N","N",,"Y","N",,"Y",,,,,,"Parking 50m up Grace St toward Council office",-17.382149999999999,145.38430199999999,2022-07-08 03:42:50.9870000,POINT (145.384302 -17.38215)
5743,"QLD","Formal","234","SS",,,"32.8km S Mossman","Mossman",,"N",,"N","N",,"N","N",,"N",,,,,,,-16.6462,145.565,2022-07-08 03:42:50.9870000,POINT (145.565 -16.6462)
5744,"QLD","Formal","235","SS",,,"6.3km W Millaa Millaa","Millaa Millaa","Both","N",,"N","N",,"N","N",,"Y",,,,,,,-17.520299999999999,145.56776099999999,2022-07-08 03:42:50.9870000,POINT (145.567761 -17.5203)
5745,"QLD","Formal","236","RA",,,"1km NE Warwick","Warwick",,"N",,"Y","Y",,"Y","Y",,"Y",,,,,,,-28.208200000000001,152.03999999999999,2022-07-08 03:42:50.9870000,POINT (152.04 -28.2082)
5746,"QLD","Formal","237","HV",,,"12km S Wandoan","Wandoan","Both","Y",,"N","N",,"N","N",,"N",,,,,,"large paved HV rest area",-26.207488673,150.01742200199999,2022-07-08 03:42:50.9870000,POINT (150.017422002 -26.207488673)
5747,"QLD","Formal","238","RA DR",,,"13km S St Lawrence","St Lawrence","Both","N",,"Y","Y",,"Y","Y",,"Y",,,,,,"Camping reinstated",-22.439699999999998,149.47499999999999,2022-07-08 03:42:50.9870000,POINT (149.475 -22.4397)
5749,"QLD","Formal","239","RA",,,"1km S Toogoolawah","Toogoolawah",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,,-27.093399999999999,152.38,2022-07-08 03:42:50.9870000,POINT (152.38 -27.0934)
5752,"QLD","Formal","24","HVSP",,,"2km SE Bajool","Bajool","Both","Y",,"N","N",,"N","N",,"N",,,,,,"Staggered stops",-23.665147999999999,150.65394499999999,2022-07-08 03:42:50.9870000,POINT (150.653945 -23.665148)
5753,"QLD","Formal","240","RA",,,"0.3km W Moore","Moore",,"N",,"Y","Y",,"Y","Y",,"Y",,,,,,,-26.893899999999999,152.28899999999999,2022-07-08 03:42:50.9870000,POINT (152.289 -26.8939)
5754,"QLD","Formal","241","RA",,,"0.5km E Gatton","Gatton","Both","N",,"Y","N",,"Y","Y",,"Y",,,,,,,-27.557600000000001,152.28399999999999,2022-07-08 03:42:50.9870000,POINT (152.284 -27.5576)
5755,"QLD","Formal","242","RA",,,"5.5km W Gatton","Gatton","Right","N",,"Y","N",,"Y","Y",,"Y",,,,,,,-27.572399999999998,152.22999999999999,2022-07-08 03:42:50.9870000,POINT (152.23 -27.5724)
5756,"QLD","Formal","243","HV",,,"7.2km SW Bell","Bell","Both","Y",,"N","N",,"N","N",,"N",,,,,,"shady HV rest area",-26.944800000000001,151.38399999999999,2022-07-08 03:42:50.9870000,POINT (151.384 -26.9448)
5758,"QLD","Formal","244","RA",,,"10km SW Kingaroy","Kingaroy",,"N",,"Y","N",,"N","N",,"Y",,,,,,"Camping reinstated",-26.612200000000001,151.78399999999999,2022-07-08 03:42:50.9870000,POINT (151.784 -26.6122)
5759,"QLD","Formal","245","RA",,,"54km NE Taroom","Taroom",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,,-25.459199999999999,150.04300000000001,2022-07-08 03:42:50.9870000,POINT (150.043 -25.4592)
5760,"QLD","Formal","246","HV",,,"1km W Julia Creek","Julia Creek",,"Y",,"N","N",,"N","N",,"Y",,,,,,"prev RA-/82",-20.657399999999999,141.732,2022-07-08 03:42:50.9870000,POINT (141.732 -20.6574)
5761,"QLD","Formal","247","RA",,,"1.3km NW Bramston Beach","Bramston Beach",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,,-17.343,146.01900000000001,2022-07-08 03:42:50.9870000,POINT (146.019 -17.343)
5762,"QLD","Formal","248","SS",,,"14km SW Mossman","Mossman",,"N",,"N","N",,"N","N",,"N",,,,,,,-16.5395,145.38200000000001,2022-07-08 03:42:50.9870000,POINT (145.382 -16.5395)
5763,"QLD","Formal","249","RA",,,"4km NW Woodford","Woodford",,"N",,"Y","Y",,"Y","Y",,"Y",,,,,,"Camping reinstated",-26.928999999999998,152.75800000000001,2022-07-08 03:42:50.9870000,POINT (152.758 -26.929)
5764,"QLD","Formal","25","SS",,,"11.2km N Rockhampton","Rockhampton","Both","N",,"N","N",,"N","N",,"N",,,,,,"Toilets removed Jul 05",-23.282748000000002,150.51012700000001,2022-07-08 03:42:50.9870000,POINT (150.510127 -23.282748)
5765,"QLD","Formal","250","RA",,,"0.2km N Killarney","Killarney","Both","N",,"Y","N",,"Y","Y",,"Y",,,,,,,-28.338526000000002,152.295086,2022-07-08 03:42:50.9870000,POINT (152.295086 -28.338526)
6714,"QLD","Formal","251","RA DR",,,"0.4km NW Wallangarra","Wallangarra","Both","N",,"Y","Y",,"Y","Y",,"Y",,,,,,,-28.921399999999998,151.929,2022-07-08 03:42:50.9870000,POINT (151.929 -28.9214)
7432,"QLD","Formal","252","HVSP",,,"55.2km E Alpha","Alpha","Both","Y",,"N","N",,"N","N",,"N",,,,,,"paved stop",-23.658300000000001,147.125,2022-07-08 03:42:50.9870000,POINT (147.125 -23.6583)
7433,"QLD","Formal","253","SS",,,"12.7km SE Laura","Laura",,"N",,"N","N",,"Y","N",,"Y",,,,,,"Art gallery",-15.638500000000001,144.50299999999999,2022-07-08 03:42:50.9870000,POINT (144.503 -15.6385)
7434,"QLD","Formal","254","RA",,,"0.9km N Laura","Laura",,"N",,"N","N",,"Y","N",,"Y",,,,,,,-15.5519,144.434,2022-07-08 03:42:50.9870000,POINT (144.434 -15.5519)
7436,"QLD","Formal","255","RA",,,"75km NW Laura","Laura",,"N",,"N","N",,"Y","N",,"Y",,,,,,,-15.188599999999999,143.87,2022-07-08 03:42:50.9870000,POINT (143.87 -15.1886)
7437,"QLD","Formal","256","RA",,,"104.6km NW Laura","Laura",,"N",,"N","N",,"Y","N",,"Y",,,,,,,-15.0191,143.65899999999999,2022-07-08 03:42:50.9870000,POINT (143.659 -15.0191)
7438,"QLD","Formal","257","RA",,,"1.5km NW Coen","Coen",,"N",,"N","N",,"Y","N",,"Y",,,,,,,-13.939500000000001,143.202,2022-07-08 03:42:50.9870000,POINT (143.202 -13.9395)
7439,"QLD","Formal","258","RA",,,"66km NW Coen","Coen",,"N",,"N","N",,"Y","N",,"Y",,,,,,,-13.4405,142.946,2022-07-08 03:42:50.9870000,POINT (142.946 -13.4405)
7440,"QLD","Formal","259","RA",,,"28.2km S Cooktown","Cooktown","Both","N",,"N","N",,"Y","N",,"Y",,,,,,,-15.681058,145.20572300000001,2022-07-08 03:42:50.9870000,POINT (145.205723 -15.681058)
7443,"QLD","Formal","26","HV",,,"4km W Marlborough","Marlborough","Both","Y",,"N","N",,"N","N",,"N",,,,,,"large shady HV rest area",-22.849499999999999,149.86799999999999,2022-07-08 03:42:50.9870000,POINT (149.868 -22.8495)
7444,"QLD","Formal","260","RA",,,"14km S Mossman","Mossman","Left","N",,"Y","N",,"Y","Y",,"Y",,,,,,,-16.538693135700001,145.46936465100001,2022-07-08 03:42:50.9870000,POINT (145.469364651 -16.5386931357)
7445,"QLD","Formal","261","SS",,,"28.7km NW Mt Carbine","Mt Carbine","Both","N",,"N","N",,"N","N",,"N",,,,,,,-16.468800000000002,144.881,2022-07-08 03:42:50.9870000,POINT (144.881 -16.4688)
7446,"QLD","Formal","262","RA",,,"1.3km N Chermside PO","Chermside PO",,"N",,"N","N",,"Y","Y",,"Y",,,,,,,-27.378399999999999,153.03,2022-07-08 03:42:50.9870000,POINT (153.03 -27.3784)
7447,"QLD","Formal","263","RA",,,"0.3km W Capalaba","Capalaba",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,,-27.52,153.18799999999999,2022-07-08 03:42:50.9870000,POINT (153.188 -27.52)
7448,"QLD","Formal","264","RA",,,"0.1km SW Birkdale","Birkdale",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,,-27.492999999999999,153.214,2022-07-08 03:42:50.9870000,POINT (153.214 -27.493)
7449,"QLD","Formal","265","RA",,,"2km N Wellington Point","Wellington Point",,"N",,"Y","Y",,"Y","Y",,"Y",,,,,,,-27.466000000000001,153.24000000000001,2022-07-08 03:42:50.9870000,POINT (153.24 -27.466)
7450,"QLD","Formal","266","RA",,,"3km NW Cleveland","Cleveland",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,,-27.5105,153.245,2022-07-08 03:42:50.9870000,POINT (153.245 -27.5105)
7451,"QLD","Formal","267","RA",,,"2.8km NE Cleveland Point","Cleveland Point",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,,-27.510300000000001,153.28999999999999,2022-07-08 03:42:50.9870000,POINT (153.29 -27.5103)
7452,"QLD","Formal","268","RA",,,"1.8km E Cleveland","Cleveland",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,,-27.5246,153.285,2022-07-08 03:42:50.9870000,POINT (153.285 -27.5246)
7453,"QLD","Formal","269","RA",,,"2km E Victoria Point","Victoria Point",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,,-27.582999999999998,153.28899999999999,2022-07-08 03:42:50.9870000,POINT (153.289 -27.583)
7455,"QLD","Formal","27","RA HV",,,"19.5km SE Calen","Calen",,"Y",,"Y","N",,"Y","Y",,"Y",,,,,,"(Job 98/10H/565)",-21.028500000000001,148.893,2022-07-08 03:42:50.9870000,POINT (148.893 -21.0285)
7456,"QLD","Formal","270","RA",,,"1km NE Victoria Point","Victoria Point",,"N",,"Y","Y",,"Y","Y",,"Y",,,,,,,-27.581,153.31700000000001,2022-07-08 03:42:50.9870000,POINT (153.317 -27.581)
7457,"QLD","Formal","271","RA",,,"0.5km SE Redland Bay","Redland Bay",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,,-27.615200000000002,153.30600000000001,2022-07-08 03:42:50.9870000,POINT (153.306 -27.6152)
7458,"QLD","Formal","272","RA",,,"14km SW Brisbane C Hall","Brisbane C Hall",,"N",,"Y","Y",,"Y","Y",,"Y",,,,,,,-27.529599999999999,152.94499999999999,2022-07-08 03:42:50.9870000,POINT (152.945 -27.5296)
7459,"QLD","Formal","273","RA",,,"6.5km E Bellbowrie","Bellbowrie",,"N",,"Y","N",,"N","Y",,"Y",,,,,,,-27.5746,152.946,2022-07-08 03:42:50.9870000,POINT (152.946 -27.5746)
7460,"QLD","Formal","274","RA",,,"16km SE Brisbane C Hall","Brisbane C Hall",,"N",,"N","N",,"N","Y",,"Y",,,,,,,-27.537700000000001,153.04300000000001,2022-07-08 03:42:50.9870000,POINT (153.043 -27.5377)
7461,"QLD","Formal","275","RA",,,"1km SE Point Lookout","Point Lookout",,"N",,"Y","N",,"N","Y",,"N",,,,,,,-27.4329,153.54400000000001,2022-07-08 03:42:50.9870000,POINT (153.544 -27.4329)
7462,"QLD","Formal","276","RA",,,"4.8km SE Capalaba","Capalaba",,"N",,"N","N",,"N","Y",,"N",,,,,,,-27.562799999999999,153.202,2022-07-08 03:42:50.9870000,POINT (153.202 -27.5628)
7463,"QLD","Formal","277","RA",,,"1.9km N Woombye","Woombye",,"N",,"N","N",,"Y","Y",,"Y",,,,,,"Toilets removed and no camping",-26.655000000000001,152.96899999999999,2022-07-08 03:42:50.9870000,POINT (152.969 -26.655)
7464,"QLD","Formal","278","RA DR",,,"4.3km S Bowen","Bowen",,"N",,"Y","Y",,"Y","Y",,"Y",,,,,,"No Camping",-20.045999999999999,148.22900000000001,2022-07-08 03:42:50.9870000,POINT (148.229 -20.046)
7465,"QLD","Formal","279","RA",,,"58.2km SW Townsville","Townsville","Both","N",,"Y","N",,"Y","Y",,"Y",,,,,,,-19.754722944000001,146.834935081,2022-07-08 03:42:50.9870000,POINT (146.834935081 -19.754722944)
7467,"QLD","Formal","28","HV",,,"8km S Bowen","Bowen",,"Y",,"N","N",,"Y","N",,"Y",,,,,,,-20.0716,148.24700000000001,2022-07-08 03:42:50.9870000,POINT (148.247 -20.0716)
7468,"QLD","Formal","280","HVSP",,,"62km W Julia Creek","Julia Creek","Left","Y",,"N","N",,"N","N",,"N",,,,,,"Informal, dirt stop LHS",-20.627860999999999,141.17578900000001,2022-07-08 03:42:50.9870000,POINT (141.175789 -20.627861)
7469,"QLD","Formal","281","RA DR",,,"60km W Cloncurry","Cloncurry","Both","N",,"Y","Y",,"Y","Y",,"Y",,,,,,"Solar Lighting",-20.800799999999999,139.99600000000001,2022-07-08 03:42:50.9870000,POINT (139.996 -20.8008)
7470,"QLD","Formal","282","RA HV",,,"90.2km SE Camooweal","Camooweal","Both","Y",,"N","N",,"Y","N",,"Y",,,,,,"bitumen dual entry facility",-20.191600000000001,138.898,2022-07-08 03:42:50.9870000,POINT (138.898 -20.1916)
7471,"QLD","Formal","283","RA",,,"10.3km NW Eumundi","Eumundi",,"N",,"Y","Y",,"Y","N",,"Y",,,,,,,-26.498999999999999,152.863,2022-07-08 03:42:50.9870000,POINT (152.863 -26.499)
7473,"QLD","Formal","284","RA",,,"0.8km E Bli Bli","Bli Bli",,"N",,"Y","Y",,"Y","Y",,"Y",,,,,,"signage for & against D",-26.622499999999999,153.047,2022-07-08 03:42:50.9870000,POINT (153.047 -26.6225)
7474,"QLD","Formal","285","RA",,,"13.2km N Warwick","Warwick",,"N",,"N","N",,"Y","N",,"Y",,,,,,,-28.124400000000001,152.06800000000001,2022-07-08 03:42:50.9870000,POINT (152.068 -28.1244)
7475,"QLD","Formal","286","RA",,,"2.5km W Warwick","Warwick",,"N",,"Y","Y",,"Y","Y",,"Y",,,,,,,-28.218599999999999,152.00899999999999,2022-07-08 03:42:50.9870000,POINT (152.009 -28.2186)
7476,"QLD","Formal","287","RA",,,"2.3km S Warwick","Warwick",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,,-28.2363,152.03800000000001,2022-07-08 03:42:50.9870000,POINT (152.038 -28.2363)
7477,"QLD","Formal","288","RA",,,"93km SW Stanthorpe","Stanthorpe",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,,-28.9847,151.453,2022-07-08 03:42:50.9870000,POINT (151.453 -28.9847)
7478,"QLD","Formal","289","RA",,,"35.7km S Stanthorpe","Stanthorpe",,"N",,"Y","Y",,"Y","Y",,"Y",,,,,,,-28.833200000000001,151.93899999999999,2022-07-08 03:42:50.9870000,POINT (151.939 -28.8332)
7480,"QLD","Formal","29","HV",,,"44.9km N Bowen","Bowen",,"Y",,"Y","N",,"Y","Y",,"Y",,,,,,,-19.925899999999999,147.84899999999999,2022-07-08 03:42:50.9870000,POINT (147.849 -19.9259)
7481,"QLD","Formal","290","RA",,,"1.8km NW Clairview","Clairview",,"N",,"Y","N",,"N","Y",,"Y",,,,,,"beside ocean",-22.1052802293,149.52704218299999,2022-07-08 03:42:50.9870000,POINT (149.527042183 -22.1052802293)
7482,"QLD","Formal","291","RA",,,"13km N Conway Beach","Conway Beach",,"N",,"N","N",,"N","N",,"Y",,,,,,"Saltwater Ck Rd",-20.401199999999999,148.709,2022-07-08 03:42:50.9870000,POINT (148.709 -20.4012)
7484,"QLD","Formal","292","RA",,,"43km N Proserpine","Proserpine",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,"Dingo Beach Rd",-20.089300000000001,148.49600000000001,2022-07-08 03:42:50.9870000,POINT (148.496 -20.0893)
7485,"QLD","Formal","293","RA",,,"2.2km NE Marian","Marian",,"N",,"Y","N",,"N","Y",,"Y",,,,,,,-21.137,148.96299999999999,2022-07-08 03:42:50.9870000,POINT (148.963 -21.137)
7486,"QLD","Formal","294","RA",,,"0.1km W Mirani","Mirani",,"N",,"Y","N",,"N","Y",,"Y",,,,,,,-21.1591459851,148.86519761599999,2022-07-08 03:42:50.9870000,POINT (148.865197616 -21.1591459851)
7488,"QLD","Formal","295","RA",,,"1km W Gargett","Gargett",,"N",,"N","N",,"N","N",,"Y",,,,,,,-21.155799999999999,148.73500000000001,2022-07-08 03:42:50.9870000,POINT (148.735 -21.1558)
7489,"QLD","Formal","296","RA",,,"1.8km N Clontarf PO","Clontarf PO",,"N",,"Y","Y",,"Y","Y",,"Y",,,,,,,-27.2577,153.09999999999999,2022-07-08 03:42:50.9870000,POINT (153.1 -27.2577)
7490,"QLD","Formal","297","RA",,,"2.4km N Clontarf PO","Clontarf PO",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,,-27.258600000000001,153.102,2022-07-08 03:42:50.9870000,POINT (153.102 -27.2586)
7491,"QLD","Formal","298","RA",,,"3.8km N Clontarf PO","Clontarf PO",,"N",,"Y","N",,"N","Y",,"N",,,,,,,-27.247399999999999,153.10599999999999,2022-07-08 03:42:50.9870000,POINT (153.106 -27.2474)
7492,"QLD","Formal","299","RA",,,"1.4km N Redcliffe PO","Redcliffe PO",,"N",,"N","N",,"Y","Y",,"Y",,,,,,,-27.2334,153.108,2022-07-08 03:42:50.9870000,POINT (153.108 -27.2334)
7508,"QLD","Formal","3","RA",,,"3.2km S Petrie PO","Petrie PO",,"N",,"Y","N",,"Y","Y",,"Y",,,,,,,-27.296800000000001,152.98599999999999,2022-07-08 03:42:50.9870000,POINT (152.986 -27.2968)
7509,"QLD","Formal","30","RA",,,"6.3km S Home Hill","Home Hill",,"N",,"N","N",,"N","N",,"N",,,,,,"Not Constructed",-19.704000000000001,147.44200000000001,2022-07-08 03:42:50.9870000,POINT (147.442 -19.704)
7510,"QLD","Formal","300","RA",,,"3.9km N Dorrington PO","Dorrington PO",,"N",,"N","N",,"N","N",,"Y",,,,,,,-27.407499999999999,152.99799999999999,2022-07-08 03:42:50.9870000,POINT (152.998 -27.4075)
7511,"VIC","Formal","3000001","CARS AND TRUCKS","Bairnsdale West Westbound","PRINCES HIGHWAY EAST",,"BAIRNSDALE","WESTBOUND","Y",,"N","N","N",,"N","N","Y","Y",,,,,"No Comments",-37.846539999999997,147.57086000000001,2022-07-08 03:42:50.9870000,POINT (147.57086 -37.84654)
7512,"VIC","Formal","3000002","CARS AND TRUCKS","Bairnsdale West Eastbound","PRINCES HIGHWAY EAST",,"BAIRNSDALE","EASTBOUND","Y",,"N","N","N",,"Y","Y","Y","Y",,,,,"No Comments",-37.844169999999998,147.57819000000001,2022-07-08 03:42:50.9870000,POINT (147.57819 -37.84417)
7513,"VIC","Formal","3000003","PICNIC AREA","Nicholson River","PRINCES HIGHWAY EAST",,"NICHOLSON","WESTBOUND","N",,"Y","N","Y",,"Y","Y","Y","Y","Y",,,,"No Comments",-37.817329999999998,147.74001000000001,2022-07-08 03:42:50.9870000,POINT (147.74001 -37.81733)
7514,"VIC","Formal","3000005","CARS ONLY","Tambo River","METUNG ROAD",,"SWAN REACH","WESTBOUND","N",,"N","N","N",,"Y","Y","Y","Y","Y",,,,"No Comments",-37.822789999999998,147.86336,2022-07-08 03:42:50.9870000,POINT (147.86336 -37.82279)
7515,"VIC","Formal","3000006","SCENIC LOOKOUT","Kalimna Jemmys Point","PRINCES HIGHWAY EAST",,"KALIMNA","WESTBOUND","N",,"N","N","Y",,"Y","Y","N","N","N",,,,"No Comments",-37.879379999999998,147.96152000000001,2022-07-08 03:42:50.9870000,POINT (147.96152 -37.87938)
7516,"VIC","Formal","3000007","CARS ONLY","Lake Tyers Forest Park","PRINCES HIGHWAY EAST",,"TOORLOO ARM","WESTBOUND","N",,"N","N","N",,"N","N","Y","Y","Y",,,,"No Comments",-37.815480000000001,148.03053,2022-07-08 03:42:50.9870000,POINT (148.03053 -37.81548)
7517,"VIC","Formal","3000008","CARS AND TRUCKS","Nowa Nowa Store","PRINCES HIGHWAY EAST",,"NOWA NOWA","EASTBOUND","Y",,"Y","N","N",,"Y","Y","Y","Y","Y",,,,"No Comments",-37.731969999999997,148.09173999999999,2022-07-08 03:42:50.9870000,POINT (148.09174 -37.73197)
7518,"VIC","Formal","3000009","CARS ONLY","Johnsonville Boat Ramp","PRINCES HIGHWAY EAST",,"JOHNSONVILLE","WESTBOUND","N",,"Y","N","Y",,"Y","Y","Y","Y","Y",,,,"No Comments",-37.827719999999999,147.82953000000001,2022-07-08 03:42:50.9870000,POINT (147.82953 -37.82772)
7519,"VIC","Formal","3000010","PICNIC AREA","Nowa Nowa Boat Ramp","PRINCES HIGHWAY EAST",,"NOWA NOWA","WESTBOUND","N",,"N","N","Y",,"Y","Y","Y","Y","Y",,,,"No Comments",-37.735190000000003,148.09081,2022-07-08 03:42:50.9870000,POINT (148.09081 -37.73519)
7520,"VIC","Formal","3000011","CARS ONLY","Hospital Creek","PRINCES HIGHWAY EAST",,"TOSTAREE","WESTBOUND","N",,"N","N","N",,"Y","Y","Y","Y","Y",,,,"No Comments",-37.751950000000001,148.18933000000001,2022-07-08 03:42:50.9870000,POINT (148.18933 -37.75195)
7521,"VIC","Formal","3000012","TRUCK PARKING BAY",,"PRINCES HIGHWAY EAST",,"NEWMERELLA","WESTBOUND","Y",,"N","N","N",,"N","N","N","N","N",,,,"No Comments",-37.745510000000003,148.39332999999999,2022-07-08 03:42:50.9870000,POINT (148.39333 -37.74551)
7522,"VIC","Formal","3000013","CARS ONLY","Newmerella","PRINCES HIGHWAY EAST",,"NEWMERELLA","WESTBOUND","N",,"Y","N","Y",,"Y","Y","Y","Y","Y",,,,"No Comments",-37.740189999999998,148.42170999999999,2022-07-08 03:42:50.9870000,POINT (148.42171 -37.74019)
7523,"VIC","Formal","3000014","CARS ONLY","Murrungowar","PRINCES HIGHWAY EAST",,"GLENMAGGIE","EASTBOUND","N",,"Y","N","N",,"N","N","Y","Y","Y",,,,"No Comments",-37.872779999999999,146.70917,2022-07-08 03:42:50.9870000,POINT (146.70917 -37.87278)
7524,"VIC","Formal","3000015","TRUCK PARKING BAY",,"PRINCES HIGHWAY EAST",,"CABBAGE TREE CREEK","WESTBOUND","Y",,"N","N","N",,"N","N","N","N","Y",,,,"No Comments",-37.711849999999998,148.6713,2022-07-08 03:42:50.9870000,POINT (148.6713 -37.71185)
7525,"VIC","Formal","3000016","PICNIC AREA","Bellbird Hotel","PRINCES HIGHWAY EAST",,"BELLBIRD CREEK","WESTBOUND","N",,"N","N","Y",,"N","N","Y","Y","Y",,,,"No Comments",-37.652180000000001,148.81773000000001,2022-07-08 03:42:50.9870000,POINT (148.81773 -37.65218)
7526,"VIC","Formal","3000017","CARS AND TRUCKS","McKenzie River","PRINCES HIGHWAY EAST",,"CLUB TERRACE","WESTBOUND","Y",,"N","N","Y",,"N","N","Y","Y","N",,,,"No Comments",-37.627119999999998,148.88884999999999,2022-07-08 03:42:50.9870000,POINT (148.88885 -37.62712)
7527,"VIC","Formal","3000018","CARS AND TRUCKS","Lind National Park","PRINCES HIGHWAY EAST",,"CLUB TERRACE","EASTBOUND","Y",,"N","N","N",,"N","N","Y","Y","Y",,,,"No Comments",-37.589329999999997,148.95743999999999,2022-07-08 03:42:50.9870000,POINT (148.95744 -37.58933)
7528,"VIC","Formal","3000019","WEIGHBRIDGE","Weighbridge Cann River West","PRINCES HIGHWAY EAST",,"CANN RIVER","WESTBOUND","Y",,"N","N","Y",,"Y","Y","N","N","N",,,,"No Comments",-37.567070000000001,149.10831999999999,2022-07-08 03:42:50.9870000,POINT (149.10832 -37.56707)
7529,"VIC","Formal","3000020","CARS ONLY","Winnots Creek","MONARO HIGHWAY",,"CHANDLERS CREEK","NORTHBOUND","N",,"N","N","N",,"Y","Y","Y","Y","Y",,,,"No Comments",-37.250279999999997,149.25154000000001,2022-07-08 03:42:50.9870000,POINT (149.25154 -37.25028)
7530,"VIC","Formal","3000021","CARS AND TRUCKS","Flat Rock Creek","MONARO HIGHWAY",,"CHANDLERS CREEK","NORTHBOUND","Y",,"N","N","N",,"N","N","N","N",,,,,"No Comments",-37.282409999999999,149.22237000000001,2022-07-08 03:42:50.9870000,POINT (149.22237 -37.28241)
7531,"VIC","Formal","3000022","PICNIC AREA","Coopracambra National Park","MONARO HIGHWAY",,"CHANDLERS CREEK","SOUTHBOUND","N",,"N","N","N",,"N","N","Y","Y","Y",,,,"No Comments",-37.34196,149.20668000000001,2022-07-08 03:42:50.9870000,POINT (149.20668 -37.34196)
7532,"VIC","Formal","3000023","TRUCK PARKING BAY",,"PRINCES HIGHWAY EAST",,"CANN RIVER","WESTBOUND","Y",,"N","N","N",,"Y","Y","Y","Y","N",,,,"No Comments",-37.567129999999999,149.18407999999999,2022-07-08 03:42:50.9870000,POINT (149.18408 -37.56713)
7533,"VIC","Formal","3000024","PICNIC AREA","Thurra River","PRINCES HIGHWAY EAST",,"NOORINBEE","EASTBOUND","N",,"Y","N","Y",,"Y","Y","Y","Y","Y",,,,"No Comments",-37.56888,149.27271999999999,2022-07-08 03:42:50.9870000,POINT (149.27272 -37.56888)
7534,"VIC","Formal","3000025","CARS AND TRUCKS",,"PRINCES HIGHWAY EAST",,"NOORINBEE","EASTBOUND","Y",,"N","N","N",,"Y","Y","Y","Y","Y",,,,"No Comments",-37.575139999999998,149.30611999999999,2022-07-08 03:42:50.9870000,POINT (149.30612 -37.57514)
7535,"VIC","Formal","3000026","CARS ONLY",,"PRINCES HIGHWAY EAST",,"WINGAN RIVER","EASTBOUND","N",,"N","N","N",,"N","N","N","N","Y",,,,"No Comments",-37.545560000000002,149.36568,2022-07-08 03:42:50.9870000,POINT (149.36568 -37.54556)
7536,"VIC","Formal","3000027","CARS ONLY","Genoa Camp Park","PRINCES HIGHWAY EAST",,"GENOA","EASTBOUND","N",,"Y","N","Y",,"Y","Y","Y","Y","Y",,,,"No Comments",-37.472430000000003,149.59128000000001,2022-07-08 03:42:50.9870000,POINT (149.59128 -37.47243)
7537,"VIC","Formal","3000028","CARS AND TRUCKS","NSW Border","PRINCES HIGHWAY EAST",,"MARAMINGO CREEK","EASTBOUND","Y",,"N","N","N",,"Y","Y","Y","Y","Y",,,,"No Comments",-37.389699999999998,149.6771,2022-07-08 03:42:50.9870000,POINT (149.6771 -37.3897)
